osm_id,name,lat,lon,type,phone,website,address_city,address_street,category,tags.amenity,tags.cuisine,tags.name,extracted_emails,instagram,twitter,facebook,meta_description,tags.addr:city,tags.addr:housenumber,tags.addr:postcode,tags.addr:street,tags.fhrs:confidence_management,tags.fhrs:hygiene,tags.fhrs:id,tags.fhrs:local_authority_id,tags.fhrs:rating,tags.fhrs:structural,tags.phone,tags.source,tags.source:addr,tags.source:postcode,tags.website,tags.wheelchair,tags.wikidata,enrichment_error,tags.level,tags.indoor_seating,tags.outdoor_seating,tags.postal_code,tags.wikipedia,tags.brand,tags.brand:wikidata,tags.brand:wikipedia,tags.check_date,tags.contact:website,tags.name:ja,tags.opening_hours,tags.payment:cash,tags.payment:credit_cards,tags.payment:debit_cards,tags.note,tags.diet:vegetarian,linkedin,tags.diet:vegan,tags.name:en,tags.name:zh,tags.takeaway,tags.type,tags.official_name,tags.operator,tags.payment:american_express,tags.contact:instagram,tags.toilets:wheelchair,tags.old_name,tags.addr:country,tags.description,tags.source:addr:postcode,tags.survey:date,tags.reservation,tags.contact:facebook,tags.contact:twitter,tags.contact:phone,tags.addr:floor,tags.contact:fax,tags.addr:housename,tags.addr:place,tags.url,tags.disused,tags.email,tags.opening_hours:signed,tags.wikimedia_commons,tags.branch,tags.addr:interpolation,tags.wifi,tags.opening_hours:note,tags.alt_name,tags.diet:gluten_free,tags.fixme,tags.toilets,tags.toilets:access,tags.entrance,tags.air_conditioning,tags.capacity,tags.check_date:opening_hours,tags.highchair,tags.smoking,tags.name:zh-Hans,tags.name:zh-Hant,tags.building:levels,tags.addr:unit,tags.delivery,tags.name:es,tags.name:pt,tags.internet_access,tags.ref:vatin,tags.stars,tags.brand:en,tags.brand:zh,tags.internet_access:fee,tags.internet_access:ssid,tags.website:menu,tags.bar,tripadvisor,tags.diet:halal,tags.dog,tags.microbrewery,tags.payment:apple_pay,tags.payment:contactless,tags.payment:google_pay,tags.toilets:menstrual_products,tags.diet:meat,tags.check_date:diet:vegetarian,tags.payment:cards,tags.inscription,tags.building,tags.flickr,tags.image,tags.ref:GB:uprn,tags.roof:levels,tags.building:material,tags.roof:colour,tags.building:colour,tags.building:part,tags.toilets:unisex,tags.value,tags.wheelchair:description,tags.building:architecture,tags.source:addr:housenumber,tags.shop,tags.source:postal_code,tags.heritage,tags.heritage:operator,tags.heritage:website,tags.listed_status,tags.ref:GB:nhle,tags.short_name,tags.breakfast,tags.addr:parentstreet,tags.note:name:zh,tags.website:en,tags.serving_system:buffet,tags.payment:mastercard,tags.payment:visa,tags.changing_table,tags.toilets:disposal,tags.toilets:position,tags.cocktails
117623609,Bone Daddies,51.5128206,-0.1338715,way,,,,Peter Street,restaurant,restaurant,ramen,Bone Daddies,,,,,,,,,Peter Street,,,411585,,,,,,,,,no,,,,yes,no,,,Bone Daddies,Q111204601,,2024-04-24,,,Su-We 11:30-22:00; Th-Sa 11:30-23:00,no,yes,yes,,yes,,yes,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,"File:Corner_of_Peter_Street_and_Berwick_Street,_Soho,_London.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153661827,The Devonshire,51.5106485,-0.1353379,way,,https://devonshiresoho.co.uk,London,Denman Street,restaurant,restaurant,,The Devonshire,"['privateevents@devonshiresoho.co.uk', 'careers@devonshiresoho.co.uk', 'enquiries@devonshiresoho.co.uk']",https://www.instagram.com/devonshiresoho/,,,"The Devonshire Pub & Ember Grill Restaurant by Oisin Rogers, Charlie Carroll and Ashley Palmer-Watts",London,17,W1D 7HW,Denman Street,,,1666253,,,,,Bing;survey,,,https://devonshiresoho.co.uk,,Q125929120,,,,,,,,,,2025-07-02,,,,,,,,,,,,,,,,,,,,Jamie's Italian;CoqBull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,brick,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
156614974,El Camion,51.5120235,-0.1343147,way,,https://elcamion.co.uk/,,Brewer Street,restaurant,restaurant,mexican,El Camion,[],https://www.instagram.com/elcamion_soho/?hl=en,,,"The fresh Mexican grill that brings a little bit of Baja California to London. El Camion, Soho's best Mexican restaurant & late night venue has become synonymous with good food, drinks, dancing & fun.",,25-27,,Brewer Street,,,,,,,,photograph,,,https://elcamion.co.uk/,limited,,,0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156620023,Namaiki,51.5140164,-0.134988,way,+44 7502 868876,https://namaiki.co.uk/,London,Broadwick Street,restaurant,restaurant,sushi,Namaiki,['INFO@NAMAIKI.CO.UK'],https://instagram.com/namaikilondon?igshid=YmMyMTA2M2Y=,,,"Omakase (Japanese: お任せ, Hepburn: o-makase) is a Japanese phrase, used when ordering food in restaurants, that means 'I'll leave it up to you'.",London,14,W1F 8HP,Broadwick Street,,,1576233,,,,+44 7502 868876,Bing;photographic_survey,,,https://namaiki.co.uk/,,,,,yes,no,,,,,,2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,1,stone,,grey,,,,,,,,,,,,,,,,,,,,,,,,,
156620024,Flat White,51.5136114,-0.1347704,way,+44 20 7734 0370,https://www.flatwhitesoho.co.uk/,London,Berwick Street,cafe,cafe,coffee_shop,Flat White,['flatwhiteberwick@gmail.com'],https://www.instagram.com/flatwhitesoho/,,,Cargo,London,17,W1F 0PT,Berwick Street,,,772522,,,,+44 20 7734 0370,Bing,,,https://www.flatwhitesoho.co.uk/,yes,,,,yes,no,,,,,,2024-08-07,,,Mo-Fr 08:30-17:00; Sa 09:00-18:00; Su 09:30-17:30,,yes,yes,,yes,,yes,,,yes,,,,,flatwhitesoho,,,,,,,no,,,,,,,,,,,,,,,,,,,,yes,customers,,yes,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033530397;10033530398;10033530399;100023471710;10033530395;10033530396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156620033,Mediterranean Cafe,51.5136561,-0.1348075,way,+44 20 7437 0560,http://www.mediterraneancafe.co.uk/,,Berwick Street,cafe,cafe,mediterranean,Mediterranean Cafe,,,,,,,18,,Berwick Street,,,,,,,+44 20 7437 0560,Bing,,,http://www.mediterraneancafe.co.uk/,limited,,"HTTPConnectionPool(host='www.mediterraneancafe.co.uk', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.mediterraneancafe.co.uk', port=80): Failed to resolve 'www.mediterraneancafe.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))",,,yes,W1F 0PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Berwick_Street_-_restaurants.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156620036,My Place,51.5137823,-0.1349363,way,,https://www.myplacesoho.com/,,Berwick Street,restaurant,restaurant,,My Place,['contact@myplacesoho.com'],https://www.instagram.com/myplacesoho,https://www.twitter.com/myplacesoho,https://www.facebook.com/myplacesoho,,,21,,Berwick Street,,,,,,,,Bing,,,https://www.myplacesoho.com/,yes,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"File:Berwick_Street_-_Nicolas,_The_Dining_Plaice.jpg",,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023471799;10033579690;10033590396;100023617487;10033628096;10033628097,,brick,grey,brown,,,,,,,,,,,,,,,,,,,,,,,,,
156620047,Bar Bruno,51.5129912,-0.1338101,way,+44 20 7734 3750,,London,Wardour Street,cafe,cafe,,Bar Bruno,,,,,,London,101,,Wardour Street,,,,,,,+44 20 7734 3750,,,,,,,,,,,,,,,,2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156620057,The Breakfast Club,51.5133582,-0.1344975,way,,,,Berwick Street,restaurant,restaurant,,The Breakfast Club,,,,,,,11,,Berwick Street,,,,,,,,Bing;photographic_survey,,,,yes,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771295,Balans Soho Society Cafe,51.5133309,-0.1311099,way,+44 20 7439 3309,https://www.balans.co.uk/,London,Old Compton Street,cafe,cafe,,Balans Soho Society Cafe,"['headoffice@balans.co.uk', 'comms@balans.co.uk']",https://www.instagram.com/balanslondon/,,https://www.facebook.com/201386386557988/,Balans Restaurants Home Page,London,34,W1D 4UG,Old Compton Street,,,412539,,,,+44 20 7439 3309,Bing;photographic_survey,,,https://www.balans.co.uk/,no,,,,yes,yes,,,,,,2025-06-13,,,08:00-23:00,,yes,yes,,yes,,yes,,,,,,,yes,balanslondon,,,,,,,no,,,,,,,,,,balansno34@balans.co.uk,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771302,Eat Tokyo,51.5137675,-0.1302406,way,+44 20 7439 9887,https://www.eattokyo.co.uk/soho,London,Old Compton Street,restaurant,restaurant,japanese,Eat Tokyo,[],,,,You can come to Eat Tokyo in Soho for delicious bento boxes. You can visit us at our restaurant or call us on 020 7439 9887 today.,London,16,W1D 4TL,Old Compton Street,,,412515,,,,+44 20 7439 9887,,,,https://www.eattokyo.co.uk/soho,,,,,yes,,,,,,,2024-04-10,,,Mo-Sa 12:00-23:30; Su 12:00-22:30,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023472402;100023472179;100023472178;100023472189;100023472177;100023472188;100023472176;100023472187;100023472175;100023472186;100023472174;100023472185;100023472184;100023472183;100023472182;100023472181;100023472180;10033577666,,brick,grey,brown,,,,,,,,,,,,,,,,,,,,,,,,,
157771312,Tonkotsu,51.5130742,-0.13225,way,+44 20 7437 0071,https://www.tonkotsu.co.uk/,,Dean Street,restaurant,restaurant,ramen,Tonkotsu,[],https://www.instagram.com/tonkotsu.ramenbar/,https://twitter.com/tonkotsulondon,https://www.facebook.com/TonkotsuBarRamen,"Japanese ramen bars in London, Brighton and  Birmingham the, serving homemade noodles and broths alongside a selection of gyoza, sides, sake, cocktails and craft beer.",,64,,Dean Street,,,,,,,+44 20 7437 0071,,,,https://www.tonkotsu.co.uk/,,,,,yes,yes,,,Tonkotsu,Q109859392,,2024-04-17,,,Mo-Sa 11:30-22:30; Su 23:30-22:00,no,yes,yes,,yes,,,,,,,,,,,,Cafe-Creperie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033563167;100023472343;10033592035;10033592037;10033570850,,brick,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157771315,Caffè Nero,51.5132412,-0.1313901,way,,https://www.caffenero.com/uk/stores/frith-st,London,Frith Street,cafe,cafe,coffee_shop,Caffè Nero,[],https://www.instagram.com/caffenero,,https://www.facebook.com/caffenero,Locate your nearest Caffè Nero.,London,43,W1D 4SQ,Frith Street,,,,,,,,Bing;photographic_survey,,,https://www.caffenero.com/uk/stores/frith-st,,,,,yes,yes,,,Caffè Nero,Q675808,en:Caffè Nero,2025-06-13,,,Mo 06:30-23:00; Tu-Th 06:30-24:00; Fr 06:30-02:00; Sa 07:30-02:00; Su 07:30-23:00,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-22,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771322,Cheatmeals,51.5135887,-0.1300519,way,+44 20 7287 7083,https://www.cheatmeals.co.uk/location/soho,London,Moor Street,restaurant,restaurant,burger,Cheatmeals,[],https://www.instagram.com/cheatmealsofficial/,,,"Come Cheat With Us. Your Cheat Day Destination Sorted in Soho. 100% Organic. Delivery & Collection Available on UberEats, Deliveroo & JustEat.",London,12,W1D 5NG,Moor Street,,,1605529,,,,+44 20 7287 7083,Bing;photographic_survey;tags copied from node,,,https://www.cheatmeals.co.uk/location/soho,no,,,,,,W1D 5NG,,,,,2025-06-13,,,Mo-Su 11:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771325,Zima,51.5133619,-0.1315204,way,,http://zima.bar,,Frith Street,restaurant,restaurant,russian,Zima,,,,,,,45,,Frith Street,,,,,,,,Bing;photographic_survey,,,http://zima.bar,no,,"HTTPConnectionPool(host='zima.bar', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='zima.bar', port=80): Failed to resolve 'zima.bar' ([Errno 8] nodename nor servname provided, or not known)""))",,,,,,,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,salmon,,,,,,,,,,,,,,,,,,,,,,,,,
157771330,Joe & The Juice,51.513041,-0.131906,way,,,,Dean Street,cafe,cafe,coffee_shop,Joe & The Juice,,,,,,,46,,Dean Street,,,,,,,,,,,,no,,,,,no,W1F 0SF,,Joe & The Juice,Q26221514,en:Joe & The Juice,,,,,,,,,,,,,,yes,,,,,,,Soho Books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,100023472317;10033533199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771336,La Porchetta,51.5136699,-0.1303661,way,+44 20 7494 9368,https://www.laporchetta.uk/,London,Old Compton Street,restaurant,restaurant,italian;pizza;pasta,La Porchetta,[],https://www.instagram.com/laporchettapollobar/,,https://www.facebook.com/profile.php?id=100067674557953,,London,20,W1D 4TW,Old Compton Street,,,412518,,,,+44 20 7494 9368,,,,https://www.laporchetta.uk/,yes,,,,,,,,,,,,,,Mo-Th 16:00-24:00; Fr-Su 12:00-24:00,,,,,yes,,,,,,,,,,laporchettapollobar,,Pollo Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157771346,Bone Daddies,51.5138003,-0.1301772,way,+44 20 7734 7492,https://www.bonedaddies.com/restaurant/shackfuyu/,London,Old Compton Street,restaurant,restaurant,japanese;ramen,Bone Daddies,['shackfuyu@bonedaddies.com'],https://www.instagram.com/shackfuyu/,https://twitter.com/shackfuyu?lang=en,https://www.facebook.com/shackfuyu/?locale=en_GB,"Discover Shackfuyu, Soho's gem for exquisite Yōshoku-style Japanese fusion dishes. Unforgettable flavors in the heart of London.",London,14a,W1D 4TH,Old Compton Street,5,5,412513,00859/0014/3/000,4,10,+44 20 7734 7492,,,,https://www.bonedaddies.com/restaurant/shackfuyu/,,,,0,,,,,Bone Daddies,Q111204601,,,,,"Mo-Tu 12:00-15:00,17:30-22:00; We-Fr 12:00-15:00; Mo 17:30-23:00; Sa 12:00-23:00; Su 12:00-21:00",,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,Shackfuyu,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157771352,L'Antica Pizzeria Da Michele,51.5130958,-0.1317716,way,+44 20 7434 4563,https://www.anticapizzeriadamichele.co.uk/soho,London,Old Compton Street,restaurant,restaurant,italian;pizza,L'Antica Pizzeria Da Michele,"['info@anticapizzeriadamichele.co.uk', 'info@anticapizzeriadamichele.co.ukGalleryL', 'info@anticapizzeriadamichele.co.ukSee']",https://www.instagram.com/pizzeriadamicheleuk/,,https://www.facebook.com/pizzeriadamicheleuk,,London,44,W1D 4TY,Old Compton Street,,,1221008,,,,+44 20 7434 4563,photograph,,,https://www.anticapizzeriadamichele.co.uk/soho,no,,,0,,yes,W1D 4TY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
157771369,The Delhi Brasserie,51.5133058,-0.1314817,way,,https://delhibrasserie.com/,London,Frith Street,restaurant,restaurant,indian,The Delhi Brasserie,['info@delhibrasserie.com'],https://www.instagram.com/delhibrasserie,https://twitter.com/Delhi_Brasserie,https://www.facebook.com/delhibrasserie,Check out the best Indian Restaurant London soho.Delhibrasserie is one of the Best Indian Restaurant In Soho London.Enjoy the traditional Indian Food London,London,44,,Frith Street,0,5,413666,01333/0044/0/000,4,10,,Bing;photographic_survey,FSA Food Hygiene Ratings Database,FSA Food Hygiene Ratings Database,https://delhibrasserie.com/,,,,,,,W1D 4SB,,,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g186338-d718602-Reviews-The_Delhi_Brasserie-London_England.html,,,,,,,,,,,,yes,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,
157771394,Lobos,51.5135136,-0.1316227,way,,http://lobostapas.co.uk/,London,Frith Street,restaurant,restaurant,spanish,Lobos,"['infosoho@lobostapas.co.uk', 'info@lobostapas.co.uk']",https://www.instagram.com/lobostapas/,,,,London,48,W1D 4SF,Frith Street,5,10,413669,01333/0048/0/000,3,10,,Bing;photographic_survey;survey,,FSA Food Hygiene Ratings Database,http://lobostapas.co.uk/,no,,,,,yes,W1D 4SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033623338;100023472365;10033570852;100022753132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771398,Z Cafe,51.5136898,-0.1297211,way,,,London,Old Compton Street,cafe,cafe,,Z Cafe,,,,,,London,,,Old Compton Street,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771401,Hatch Waffles,51.5135649,-0.129938,way,,,London,Moor Street,cafe,cafe,,Hatch Waffles,,,,,,London,13,,Moor Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033646051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771402,Caffè Nero,51.5136872,-0.1295582,way,+44 20 7287 0971,https://www.caffenero.com/uk/stores/charing-cross-road,London,Charing Cross Road,cafe,cafe,coffee_shop,Caffè Nero,[],https://www.instagram.com/caffenero,,https://www.facebook.com/caffenero,Locate your nearest Caffè Nero.,London,97-99,WC2H 0DP,Charing Cross Road,,,772778,,,,+44 20 7287 0971,,,,https://www.caffenero.com/uk/stores/charing-cross-road,yes,,,,,,,,Caffè Nero,Q675808,en:Caffè Nero,2024-08-22,,,Fr-Sa 07:30-23:00; Su 07:30-20:00; Mo-Th 07:30-21:00,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,1,brick,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157771406,Chatime,51.5136223,-0.129948,way,,,,Old Compton Street,cafe,cafe,bubble_tea,Chatime,,,,,,,11,,Old Compton Street,,,,,,,,Bing,,,,,,,,,,,,Chatime,Q16829306,en:Chatime,,,,,,,,,,,,Chatime,日出茶太,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatime,日出茶太,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157771413,Burger & Beyond,51.5138356,-0.1300539,way,,https://www.burgerandbeyond.co.uk/,,Old Compton Street,restaurant,restaurant,burger,Burger & Beyond,[],https://www.instagram.com/burgerandbeyond/,https://twitter.com/burgerandbeyond,https://www.facebook.com/www.burgerandbeyond.co.uk/,"We serve up London's best burgers along with signature sides, cocktails and craft beers from our sleek, minimalist, modern restaurants.",,10,,Old Compton Street,,,1496922,,,,,Bing;photographic_survey,,,https://www.burgerandbeyond.co.uk/,,,,,yes,,,,,,,2024-04-17,,,"Mo-We,Su 12:00-22:00; Th-Sa 12:00-23:00",no,yes,yes,,,,,,,,,,,,burgerandbeyond,,,,,,,,www.burgerandbeyond.co.uk,burgerandbeyond,,,,,,,,soho@burgerandbeyond.co.uk,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,10033576464;10033576463;10033576465,,brick,lightgrey,,,,,,,,,,,,,,,,,,,,,,,,,,
157779538,Leggero,51.5127434,-0.1326593,way,,https://leggero-london.com/,London,Old Compton Street,restaurant,restaurant,italian,Leggero,,,,,,London,64,W1D 4UQ,Old Compton Street,,,641288,,,,,Bing;photographic_survey,FHRS Open Data,,https://leggero-london.com/,yes,,520 Server Error: <none> for url: https://leggero-london.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157779546,Côte Brasserie,51.5142028,-0.1343084,way,,,London,Wardour Street,restaurant,restaurant,french,Côte Brasserie,,,,,,London,124-126,W1F 0TY,Wardour Street,,,732356,,,,,Bing;photographic_survey,,,,yes,,,,yes,no,,,Côte Brasserie,Q48699908,en:Côte,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,100023471930;10033570827;100022814757;100022814758;100022814759;100022814760,1,brick,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157779567,100 Wardour Street,51.5135827,-0.1338683,way,+44 20 7314 4000,https://www.100wardourst.com/about/,London,Wardour Street,restaurant,restaurant,,100 Wardour Street,,,,,,London,100,,Wardour Street,10,10,412189,00688/0100/0/000,3,10,+44 20 7314 4000,Bing;photographic_survey,,,https://www.100wardourst.com/about/,,,415 Client Error: Unsupported Media Type for url: https://www.100wardourst.com/about/,,,,W1F 0TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,brick,grey,,,,,,,,,,,,,,,,,,,,,,,,,,
157779614,Hummus Bros,51.5134085,-0.1336516,way,+44 20 7734 1311,,London,Wardour Street,restaurant,restaurant,mediterranean,Hummus Bros,,,,,,London,88,W1F 0TH,Wardour Street,5,5,412187,00688/0088/0/000,4,10,+44 20 7734 1311,photograph,,,,yes,,,0,,no,W1F 0TH,,,,,,,,Mo-We 12:00-22:00; Th-Sa 12:00-23:00; Su 12:00-21:00,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
157779627,Cocomelt,51.5143913,-0.1344759,way,,,,Wardour Street,cafe,cafe,,Cocomelt,,,,,,,132,,Wardour Street,,,,,,,,Bing;photographic_survey,,,,limited,,,,yes,no,,,,,,,,,Mo-Sa 10:00-23:00; Su 10:00-22:00,,yes,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,10033586304;100023471791;10033629367;10033629366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157779641,MOI Restaurant,51.5133266,-0.1336023,way,,,London,Wardour Street,restaurant,restaurant,,MOI Restaurant,,,,,,London,84-86,,Wardour Street,,,412186,00688/0084/0/002,,,,photograph,,,,,,,0,,,W1F 0TQ,,,,,,,,,,,,"Premises has closed down and is in process of being converted into something else, so have deleted FHRS ratings tags, have left the ID tags for the moment, as the ID might be reused for the new business here",,,,,,,,,,,,,Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157779649,Jackson + Rye,51.5125878,-0.1331317,way,,http://www.jacksonrye.com/,London,Wardour Street,restaurant,restaurant,,Jackson + Rye,,,,,,London,56-58,W1D 4JG,Wardour Street,,,,,,,,photograph,FSA Food Hygiene Ratings Database,FSA Food Hygiene Ratings Database,http://www.jacksonrye.com/,no,,"HTTPSConnectionPool(host='blaze-apostas.br.com', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'blaze-apostas.br.com' doesn't match either of 'br.com', 'www.br.com'"")))",0,,yes,,,,,,,,,,,,,"The FHRS data was for previous business at this address (Satsuma), so have deleted the FHRS tags",,,,,,,,,,,,,Satsuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,10033586315;100023471609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157779660,Starbucks,51.5127178,-0.1332598,way,,,,,cafe,cafe,coffee_shop,Starbucks,,,,,,,,,,,,,,,,,photograph,,,,no,,,0,,yes,,,Starbucks,Q37158,en:Starbucks,,,,,,,,,,,,,,yes,,Starbucks Coffee,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
